Match_ID,Match_Date,League,Home_Team,Away_Team,Venue_Type,Weather,Home_Goals,Away_Goals,Possession_Home_Percent,Shots_On_Target_Home,Shots_On_Target_Away,Fouls_Committed,Yellow_Cards,Red_Cards,Attendance,Possession_Away_Percent,Match_Result,Total_Goals,Goal_Difference,Absolute_Goal_Difference,Total_Shots_On_Target,Possession_Difference,Absolute_Possession_Difference,Year,Month,Day_Name
MTC-21926,2024-01-17,Cup Series,Pune Warriors,Goa Sharks,Neutral,Clear,3,5,43,10,11,11,6,1,7526,57,Away Win,8,-2,2,21,-14,14,2024,1,Wednesday
MTC-20796,2024-01-17,Championship League,Chennai Titans,Jaipur Lions,Home,Clear,3,1,42,11,2,24,5,1,38787,58,Home Win,4,2,2,13,-16,16,2024,1,Wednesday
MTC-20768,2024-01-17,Cup Series,Pune Warriors,Kerala Blasters,Home,Clear,3,4,63,3,0,6,1,0,14065,37,Away Win,7,-1,1,3,26,26,2024,1,Wednesday
MTC-23455,2024-01-17,Cup Series,Bengaluru FC,Kolkata Strikers,Away,Windy,5,0,53,14,2,14,2,0,24120,47,Home Win,5,5,5,16,6,6,2024,1,Wednesday
MTC-22766,2024-01-18,Championship League,Goa Sharks,Hyderabad Falcons,Home,Clear,4,1,41,13,12,6,1,0,11088,59,Home Win,5,3,3,25,-18,18,2024,1,Thursday
MTC-22166,2024-01-18,Premier Division,Kolkata Strikers,Hyderabad Falcons,Home,Windy,2,0,38,0,10,12,2,1,35493,62,Home Win,2,2,2,10,-24,24,2024,1,Thursday
MTC-21815,2024-01-18,Premier Division,Kerala Blasters,Mumbai United,Neutral,Clear,5,2,35,7,1,21,5,1,31971,65,Home Win,7,3,3,8,-30,30,2024,1,Thursday
MTC-20091,2024-01-19,Championship League,Goa Sharks,Delhi Dynamos,Home,Rainy,0,2,62,4,5,24,2,0,3754,38,Away Win,2,-2,2,9,24,24,2024,1,Friday
MTC-20495,2024-01-20,Championship League,Hyderabad Falcons,Chennai Titans,Home,Windy,4,2,40,12,12,15,3,0,42762,60,Home Win,6,2,2,24,-20,20,2024,1,Saturday
MTC-21472,2024-01-20,Premier Division,Jaipur Lions,Delhi Dynamos,Neutral,Windy,1,1,60,10,8,16,3,0,27502,40,Draw,2,0,0,18,20,20,2024,1,Saturday
MTC-20562,2024-01-21,Premier Division,Chennai Titans,Mumbai United,Neutral,Rainy,5,2,68,13,11,12,4,1,57964,32,Home Win,7,3,3,24,36,36,2024,1,Sunday
MTC-21359,2024-01-21,Cup Series,Kerala Blasters,Kolkata Strikers,Home,Cloudy,5,3,30,11,4,11,5,0,49500,70,Home Win,8,2,2,15,-40,40,2024,1,Sunday
MTC-21357,2024-01-21,Championship League,Kerala Blasters,Bengaluru FC,Neutral,Rainy,3,1,43,3,12,20,2,1,11564,57,Home Win,4,2,2,15,-14,14,2024,1,Sunday
MTC-21186,2024-01-22,Premier Division,Kerala Blasters,Kolkata Strikers,Home,Cloudy,1,4,31,8,0,23,1,0,59206,69,Away Win,5,-3,3,8,-38,38,2024,1,Monday
MTC-23076,2024-01-22,Premier Division,Hyderabad Falcons,Pune Warriors,Neutral,Cloudy,1,3,33,12,6,18,4,1,14891,67,Away Win,4,-2,2,18,-34,34,2024,1,Monday
MTC-22039,2024-01-22,Cup Series,Bengaluru FC,Pune Warriors,Neutral,Rainy,3,1,70,12,3,21,0,1,6657,30,Home Win,4,2,2,15,40,40,2024,1,Monday
MTC-20453,2024-01-22,Championship League,Hyderabad Falcons,Delhi Dynamos,Away,Clear,4,5,46,0,12,17,6,0,29094,54,Away Win,9,-1,1,12,-8,8,2024,1,Monday
MTC-22722,2024-01-22,Premier Division,Jaipur Lions,Hyderabad Falcons,Neutral,Cloudy,4,0,34,5,10,21,6,1,24890,66,Home Win,4,4,4,15,-32,32,2024,1,Monday
MTC-23396,2024-01-23,Championship League,Delhi Dynamos,Kolkata Strikers,Neutral,Clear,2,1,66,9,7,17,0,1,15041,34,Home Win,3,1,1,16,32,32,2024,1,Tuesday
MTC-22444,2024-01-23,Championship League,Hyderabad Falcons,Kolkata Strikers,Away,Windy,2,1,52,7,1,19,0,0,43120,48,Home Win,3,1,1,8,4,4,2024,1,Tuesday
MTC-20100,2024-01-23,Premier Division,Hyderabad Falcons,Chennai Titans,Neutral,Cloudy,2,1,66,9,0,6,2,0,58529,34,Home Win,3,1,1,9,32,32,2024,1,Tuesday
MTC-20138,2024-01-24,Championship League,Jaipur Lions,Goa Sharks,Home,Cloudy,3,0,34,14,2,17,3,1,34490,66,Home Win,3,3,3,16,-32,32,2024,1,Wednesday
MTC-22690,2024-01-24,Premier Division,Mumbai United,Delhi Dynamos,Home,Clear,4,4,47,6,6,16,6,0,50198,53,Draw,8,0,0,12,-6,6,2024,1,Wednesday
MTC-22300,2024-01-24,Cup Series,Kolkata Strikers,Pune Warriors,Home,Rainy,3,1,65,12,0,21,6,1,40116,35,Home Win,4,2,2,12,30,30,2024,1,Wednesday
MTC-21214,2024-01-24,Premier Division,Jaipur Lions,Kolkata Strikers,Neutral,Cloudy,2,3,64,11,8,23,6,0,63883,36,Away Win,5,-1,1,19,28,28,2024,1,Wednesday
MTC-20697,2024-01-24,Cup Series,Bengaluru FC,Hyderabad Falcons,Neutral,Rainy,5,5,56,13,7,6,6,1,30465,44,Draw,10,0,0,20,12,12,2024,1,Wednesday
MTC-23250,2024-01-24,Cup Series,Kerala Blasters,Chennai Titans,Home,Clear,4,4,70,6,0,12,6,1,17977,30,Draw,8,0,0,6,40,40,2024,1,Wednesday
MTC-22361,2024-01-24,Premier Division,Kolkata Strikers,Pune Warriors,Away,Rainy,1,2,70,12,14,7,5,0,18041,30,Away Win,3,-1,1,26,40,40,2024,1,Wednesday
MTC-20278,2024-01-24,Cup Series,Kerala Blasters,Pune Warriors,Neutral,Clear,3,0,58,11,9,22,2,1,28093,42,Home Win,3,3,3,20,16,16,2024,1,Wednesday
MTC-23287,2024-01-24,Premier Division,Pune Warriors,Bengaluru FC,Home,Windy,3,3,52,11,11,14,0,1,33900,48,Draw,6,0,0,22,4,4,2024,1,Wednesday
MTC-23471,2024-01-25,Cup Series,Kolkata Strikers,Delhi Dynamos,Neutral,Clear,3,0,33,1,6,16,3,1,25055,67,Home Win,3,3,3,7,-34,34,2024,1,Thursday
MTC-22533,2024-01-25,Championship League,Goa Sharks,Kerala Blasters,Home,Rainy,1,5,52,11,4,17,4,1,38520,48,Away Win,6,-4,4,15,4,4,2024,1,Thursday
MTC-21160,2024-01-25,Premier Division,Delhi Dynamos,Goa Sharks,Home,Windy,1,0,45,6,9,9,4,1,18697,55,Home Win,1,1,1,15,-10,10,2024,1,Thursday
MTC-20277,2024-01-26,Championship League,Pune Warriors,Chennai Titans,Home,Cloudy,3,4,36,4,10,8,6,1,8758,64,Away Win,7,-1,1,14,-28,28,2024,1,Friday
MTC-20250,2024-01-26,Premier Division,Bengaluru FC,Kerala Blasters,Away,Cloudy,2,3,55,12,6,19,1,0,18673,45,Away Win,5,-1,1,18,10,10,2024,1,Friday
MTC-22860,2024-01-26,Championship League,Mumbai United,Jaipur Lions,Neutral,Cloudy,0,5,46,14,5,19,3,1,8102,54,Away Win,5,-5,5,19,-8,8,2024,1,Friday
MTC-21743,2024-01-26,Cup Series,Mumbai United,Hyderabad Falcons,Home,Clear,3,2,61,12,9,23,3,0,15393,39,Home Win,5,1,1,21,22,22,2024,1,Friday
MTC-23084,2024-01-26,Championship League,Hyderabad Falcons,Kerala Blasters,Neutral,Windy,5,2,67,14,2,23,1,0,6373,33,Home Win,7,3,3,16,34,34,2024,1,Friday
MTC-23197,2024-01-26,Premier Division,Bengaluru FC,Kerala Blasters,Away,Clear,2,3,43,10,6,11,5,0,35178,57,Away Win,5,-1,1,16,-14,14,2024,1,Friday
MTC-21485,2024-01-27,Cup Series,Goa Sharks,Mumbai United,Home,Windy,5,3,47,2,6,13,4,0,39737,53,Home Win,8,2,2,8,-6,6,2024,1,Saturday
MTC-20196,2024-01-27,Cup Series,Kerala Blasters,Kolkata Strikers,Away,Windy,0,2,32,14,1,14,1,0,40769,68,Away Win,2,-2,2,15,-36,36,2024,1,Saturday
MTC-20764,2024-01-27,Premier Division,Chennai Titans,Delhi Dynamos,Away,Cloudy,2,1,57,13,9,10,4,1,64747,43,Home Win,3,1,1,22,14,14,2024,1,Saturday
MTC-22620,2024-01-27,Championship League,Bengaluru FC,Jaipur Lions,Home,Clear,1,4,58,0,1,15,3,0,17809,42,Away Win,5,-3,3,1,16,16,2024,1,Saturday
MTC-22947,2024-01-27,Cup Series,Goa Sharks,Pune Warriors,Neutral,Windy,4,4,51,4,10,19,3,0,20266,49,Draw,8,0,0,14,2,2,2024,1,Saturday
MTC-21937,2024-01-27,Championship League,Bengaluru FC,Hyderabad Falcons,Home,Cloudy,5,2,63,2,1,23,6,0,2792,37,Home Win,7,3,3,3,26,26,2024,1,Saturday
MTC-20924,2024-01-28,Premier Division,Kerala Blasters,Hyderabad Falcons,Neutral,Clear,3,0,31,7,1,20,3,0,46972,69,Home Win,3,3,3,8,-38,38,2024,1,Sunday
MTC-21170,2024-01-28,Cup Series,Kerala Blasters,Mumbai United,Neutral,Clear,0,1,53,8,9,13,5,0,36541,47,Away Win,1,-1,1,17,6,6,2024,1,Sunday
MTC-23621,2024-01-28,Championship League,Chennai Titans,Jaipur Lions,Away,Cloudy,1,0,66,9,10,11,0,0,54929,34,Home Win,1,1,1,19,32,32,2024,1,Sunday
MTC-22568,2024-01-28,Championship League,Goa Sharks,Bengaluru FC,Home,Windy,3,5,44,1,3,21,4,0,10376,56,Away Win,8,-2,2,4,-12,12,2024,1,Sunday
MTC-21032,2024-01-29,Championship League,Bengaluru FC,Mumbai United,Away,Rainy,4,1,63,9,13,22,1,1,45481,37,Home Win,5,3,3,22,26,26,2024,1,Monday
MTC-22819,2024-01-29,Championship League,Goa Sharks,Chennai Titans,Neutral,Windy,4,4,51,5,14,21,5,1,16208,49,Draw,8,0,0,19,2,2,2024,1,Monday
MTC-22534,2024-01-29,Cup Series,Delhi Dynamos,Mumbai United,Neutral,Cloudy,5,4,37,14,11,10,2,0,19015,63,Home Win,9,1,1,25,-26,26,2024,1,Monday
MTC-21480,2024-01-29,Premier Division,Kerala Blasters,Bengaluru FC,Away,Clear,5,5,49,2,10,5,3,0,6108,51,Draw,10,0,0,12,-2,2,2024,1,Monday
MTC-21824,2024-01-29,Cup Series,Jaipur Lions,Chennai Titans,Neutral,Rainy,4,4,58,9,7,10,1,0,47785,42,Draw,8,0,0,16,16,16,2024,1,Monday
MTC-22916,2024-01-29,Championship League,Hyderabad Falcons,Pune Warriors,Home,Rainy,0,5,55,4,1,17,2,1,2166,45,Away Win,5,-5,5,5,10,10,2024,1,Monday
MTC-23576,2024-01-29,Championship League,Bengaluru FC,Delhi Dynamos,Away,Windy,5,2,66,14,0,20,3,0,23731,34,Home Win,7,3,3,14,32,32,2024,1,Monday
MTC-21602,2024-01-31,Championship League,Hyderabad Falcons,Kerala Blasters,Away,Windy,3,3,46,1,5,18,1,1,56481,54,Draw,6,0,0,6,-8,8,2024,1,Wednesday
MTC-22244,2024-01-31,Championship League,Bengaluru FC,Mumbai United,Home,Clear,5,5,69,1,5,18,4,0,41038,31,Draw,10,0,0,6,38,38,2024,1,Wednesday
MTC-22953,2024-01-31,Premier Division,Kolkata Strikers,Chennai Titans,Away,Rainy,2,0,55,8,0,5,2,0,22072,45,Home Win,2,2,2,8,10,10,2024,1,Wednesday
MTC-20696,2024-01-31,Championship League,Hyderabad Falcons,Bengaluru FC,Home,Windy,1,4,53,2,5,7,5,1,5330,47,Away Win,5,-3,3,7,6,6,2024,1,Wednesday
MTC-23086,2024-01-31,Championship League,Hyderabad Falcons,Kolkata Strikers,Home,Rainy,3,2,60,1,4,19,4,1,29788,40,Home Win,5,1,1,5,20,20,2024,1,Wednesday
MTC-23258,2024-01-31,Premier Division,Pune Warriors,Bengaluru FC,Neutral,Clear,5,0,38,4,11,16,6,1,31873,62,Home Win,5,5,5,15,-24,24,2024,1,Wednesday
MTC-21448,2024-01-31,Cup Series,Chennai Titans,Kerala Blasters,Home,Rainy,0,2,35,11,10,22,5,1,18295,65,Away Win,2,-2,2,21,-30,30,2024,1,Wednesday
MTC-22387,2024-01-31,Cup Series,Chennai Titans,Delhi Dynamos,Away,Clear,3,1,33,9,4,14,4,1,46275,67,Home Win,4,2,2,13,-34,34,2024,1,Wednesday
MTC-22375,2024-02-01,Premier Division,Kolkata Strikers,Goa Sharks,Away,Clear,3,3,35,9,8,15,2,0,46286,65,Draw,6,0,0,17,-30,30,2024,2,Thursday
MTC-21676,2024-02-01,Premier Division,Chennai Titans,Mumbai United,Home,Cloudy,2,5,31,1,9,20,3,1,46544,69,Away Win,7,-3,3,10,-38,38,2024,2,Thursday
MTC-22807,2024-02-01,Championship League,Kerala Blasters,Chennai Titans,Neutral,Windy,4,2,60,8,12,7,0,0,43535,40,Home Win,6,2,2,20,20,20,2024,2,Thursday
MTC-22041,2024-02-02,Cup Series,Hyderabad Falcons,Jaipur Lions,Away,Windy,0,2,60,8,3,11,1,0,64164,40,Away Win,2,-2,2,11,20,20,2024,2,Friday
MTC-22576,2024-02-02,Championship League,Delhi Dynamos,Pune Warriors,Neutral,Rainy,3,4,40,5,8,24,6,0,63224,60,Away Win,7,-1,1,13,-20,20,2024,2,Friday
MTC-23605,2024-02-02,Championship League,Hyderabad Falcons,Chennai Titans,Home,Cloudy,1,1,35,8,2,18,5,0,7344,65,Draw,2,0,0,10,-30,30,2024,2,Friday
MTC-22571,2024-02-03,Cup Series,Kerala Blasters,Bengaluru FC,Neutral,Rainy,4,4,69,13,5,23,1,1,34669,31,Draw,8,0,0,18,38,38,2024,2,Saturday
MTC-20205,2024-02-03,Cup Series,Kolkata Strikers,Jaipur Lions,Neutral,Cloudy,0,5,65,2,0,15,1,0,38905,35,Away Win,5,-5,5,2,30,30,2024,2,Saturday
MTC-20036,2024-02-03,Premier Division,Goa Sharks,Kerala Blasters,Neutral,Clear,4,3,55,2,2,13,3,1,19233,45,Home Win,7,1,1,4,10,10,2024,2,Saturday
MTC-22433,2024-02-03,Premier Division,Kerala Blasters,Goa Sharks,Neutral,Cloudy,4,4,62,8,4,13,0,1,8317,38,Draw,8,0,0,12,24,24,2024,2,Saturday
MTC-20499,2024-02-03,Championship League,Chennai Titans,Jaipur Lions,Home,Cloudy,1,5,32,4,14,22,1,0,24446,68,Away Win,6,-4,4,18,-36,36,2024,2,Saturday
MTC-20088,2024-02-03,Cup Series,Goa Sharks,Bengaluru FC,Neutral,Cloudy,5,3,44,0,8,5,1,0,14328,56,Home Win,8,2,2,8,-12,12,2024,2,Saturday
MTC-20671,2024-02-04,Cup Series,Bengaluru FC,Jaipur Lions,Away,Rainy,4,4,32,14,12,15,5,1,55767,68,Draw,8,0,0,26,-36,36,2024,2,Sunday
MTC-22460,2024-02-04,Premier Division,Bengaluru FC,Mumbai United,Away,Rainy,5,3,40,12,2,23,2,1,36685,60,Home Win,8,2,2,14,-20,20,2024,2,Sunday
MTC-23563,2024-02-04,Cup Series,Bengaluru FC,Kolkata Strikers,Home,Rainy,2,0,43,1,12,18,1,0,64765,57,Home Win,2,2,2,13,-14,14,2024,2,Sunday
MTC-23040,2024-02-04,Premier Division,Kerala Blasters,Delhi Dynamos,Home,Cloudy,1,1,70,0,9,8,2,1,54983,30,Draw,2,0,0,9,40,40,2024,2,Sunday
MTC-22124,2024-02-04,Premier Division,Kerala Blasters,Pune Warriors,Away,Clear,5,0,39,10,11,20,6,0,32139,61,Home Win,5,5,5,21,-22,22,2024,2,Sunday
MTC-21238,2024-02-05,Championship League,Mumbai United,Pune Warriors,Away,Clear,2,2,47,3,4,21,0,1,16358,53,Draw,4,0,0,7,-6,6,2024,2,Monday
MTC-21835,2024-02-05,Cup Series,Jaipur Lions,Hyderabad Falcons,Away,Clear,5,0,62,10,8,15,2,1,5169,38,Home Win,5,5,5,18,24,24,2024,2,Monday
MTC-21405,2024-02-05,Cup Series,Pune Warriors,Kolkata Strikers,Away,Cloudy,2,3,62,7,11,13,0,1,24348,38,Away Win,5,-1,1,18,24,24,2024,2,Monday
MTC-20861,2024-02-05,Premier Division,Goa Sharks,Delhi Dynamos,Home,Clear,0,5,45,2,3,21,1,0,57194,55,Away Win,5,-5,5,5,-10,10,2024,2,Monday
MTC-22341,2024-02-06,Premier Division,Mumbai United,Bengaluru FC,Neutral,Clear,4,5,40,3,5,20,1,1,8674,60,Away Win,9,-1,1,8,-20,20,2024,2,Tuesday
MTC-22485,2024-02-06,Championship League,Kolkata Strikers,Hyderabad Falcons,Away,Windy,5,0,68,10,9,20,3,1,38953,32,Home Win,5,5,5,19,36,36,2024,2,Tuesday
MTC-20054,2024-02-06,Premier Division,Kerala Blasters,Bengaluru FC,Neutral,Clear,3,2,45,2,0,8,0,0,2405,55,Home Win,5,1,1,2,-10,10,2024,2,Tuesday
MTC-20832,2024-02-07,Cup Series,Bengaluru FC,Hyderabad Falcons,Away,Clear,3,1,58,9,4,14,6,0,44939,42,Home Win,4,2,2,13,16,16,2024,2,Wednesday
MTC-21673,2024-02-07,Cup Series,Hyderabad Falcons,Jaipur Lions,Away,Cloudy,3,4,46,4,3,7,2,1,19968,54,Away Win,7,-1,1,7,-8,8,2024,2,Wednesday
MTC-22965,2024-02-07,Premier Division,Bengaluru FC,Jaipur Lions,Home,Windy,0,4,60,4,4,5,2,0,28881,40,Away Win,4,-4,4,8,20,20,2024,2,Wednesday
MTC-20578,2024-02-07,Cup Series,Hyderabad Falcons,Kerala Blasters,Home,Rainy,4,1,57,2,6,16,1,0,48388,43,Home Win,5,3,3,8,14,14,2024,2,Wednesday
MTC-21688,2024-02-08,Premier Division,Hyderabad Falcons,Delhi Dynamos,Neutral,Windy,0,3,69,5,4,21,6,1,26676,31,Away Win,3,-3,3,9,38,38,2024,2,Thursday
MTC-23326,2024-02-08,Championship League,Hyderabad Falcons,Delhi Dynamos,Neutral,Clear,1,3,61,8,7,15,5,0,54583,39,Away Win,4,-2,2,15,22,22,2024,2,Thursday
MTC-21589,2024-02-08,Cup Series,Mumbai United,Chennai Titans,Away,Cloudy,4,0,70,7,3,15,4,1,24349,30,Home Win,4,4,4,10,40,40,2024,2,Thursday
MTC-20692,2024-02-08,Cup Series,Bengaluru FC,Kolkata Strikers,Home,Windy,5,5,47,5,5,14,5,0,54752,53,Draw,10,0,0,10,-6,6,2024,2,Thursday
MTC-22436,2024-02-08,Premier Division,Jaipur Lions,Kolkata Strikers,Away,Cloudy,2,2,46,14,8,22,1,1,28140,54,Draw,4,0,0,22,-8,8,2024,2,Thursday
MTC-23251,2024-02-09,Premier Division,Delhi Dynamos,Goa Sharks,Away,Cloudy,0,2,61,10,6,19,1,0,14509,39,Away Win,2,-2,2,16,22,22,2024,2,Friday
MTC-21401,2024-02-09,Cup Series,Pune Warriors,Goa Sharks,Home,Rainy,2,3,56,14,11,8,3,0,60344,44,Away Win,5,-1,1,25,12,12,2024,2,Friday
MTC-23073,2024-02-10,Cup Series,Kolkata Strikers,Goa Sharks,Home,Clear,0,1,70,9,3,18,2,0,20097,30,Away Win,1,-1,1,12,40,40,2024,2,Saturday
MTC-23460,2024-02-10,Premier Division,Goa Sharks,Kerala Blasters,Neutral,Rainy,3,4,36,10,0,10,0,0,35038,64,Away Win,7,-1,1,10,-28,28,2024,2,Saturday
MTC-23256,2024-02-10,Championship League,Pune Warriors,Kolkata Strikers,Home,Windy,1,4,66,5,11,9,3,1,19593,34,Away Win,5,-3,3,16,32,32,2024,2,Saturday
MTC-22101,2024-02-11,Premier Division,Delhi Dynamos,Goa Sharks,Neutral,Windy,5,3,47,10,8,19,4,0,20268,53,Home Win,8,2,2,18,-6,6,2024,2,Sunday
MTC-21656,2024-02-11,Premier Division,Pune Warriors,Goa Sharks,Away,Clear,4,2,53,1,14,17,4,1,38109,47,Home Win,6,2,2,15,6,6,2024,2,Sunday
MTC-22824,2024-02-11,Cup Series,Pune Warriors,Chennai Titans,Home,Rainy,5,0,37,7,4,19,5,0,39708,63,Home Win,5,5,5,11,-26,26,2024,2,Sunday
MTC-22934,2024-02-11,Premier Division,Kerala Blasters,Delhi Dynamos,Neutral,Cloudy,2,4,52,0,12,8,5,0,41762,48,Away Win,6,-2,2,12,4,4,2024,2,Sunday
MTC-22738,2024-02-11,Cup Series,Bengaluru FC,Hyderabad Falcons,Away,Windy,4,2,35,14,14,7,3,0,33202,65,Home Win,6,2,2,28,-30,30,2024,2,Sunday
MTC-22873,2024-02-11,Cup Series,Kolkata Strikers,Hyderabad Falcons,Home,Windy,4,3,59,10,6,13,5,0,57288,41,Home Win,7,1,1,16,18,18,2024,2,Sunday
MTC-21631,2024-02-11,Championship League,Goa Sharks,Bengaluru FC,Away,Windy,1,1,39,12,5,20,2,1,6918,61,Draw,2,0,0,17,-22,22,2024,2,Sunday
MTC-22658,2024-02-12,Cup Series,Chennai Titans,Mumbai United,Away,Windy,4,2,62,9,9,16,2,0,36081,38,Home Win,6,2,2,18,24,24,2024,2,Monday
MTC-23041,2024-02-12,Premier Division,Mumbai United,Hyderabad Falcons,Away,Clear,1,5,60,8,5,20,1,0,16459,40,Away Win,6,-4,4,13,20,20,2024,2,Monday
MTC-20340,2024-02-12,Premier Division,Goa Sharks,Delhi Dynamos,Away,Cloudy,3,1,70,1,5,5,1,0,10895,30,Home Win,4,2,2,6,40,40,2024,2,Monday
MTC-22683,2024-02-13,Premier Division,Hyderabad Falcons,Pune Warriors,Neutral,Rainy,2,0,50,7,9,7,6,0,22740,50,Home Win,2,2,2,16,0,0,2024,2,Tuesday
MTC-21577,2024-02-13,Premier Division,Mumbai United,Bengaluru FC,Neutral,Rainy,0,5,30,4,3,12,4,0,23595,70,Away Win,5,-5,5,7,-40,40,2024,2,Tuesday
MTC-20303,2024-02-13,Premier Division,Kerala Blasters,Hyderabad Falcons,Home,Windy,3,4,45,2,4,14,5,0,17293,55,Away Win,7,-1,1,6,-10,10,2024,2,Tuesday
MTC-22367,2024-02-13,Championship League,Hyderabad Falcons,Pune Warriors,Neutral,Clear,5,2,62,7,14,8,5,0,39965,38,Home Win,7,3,3,21,24,24,2024,2,Tuesday
MTC-22015,2024-02-14,Cup Series,Delhi Dynamos,Kerala Blasters,Neutral,Clear,1,3,40,7,0,10,6,0,8901,60,Away Win,4,-2,2,7,-20,20,2024,2,Wednesday
MTC-20262,2024-02-14,Championship League,Kerala Blasters,Kolkata Strikers,Home,Clear,1,2,35,6,7,6,2,0,8593,65,Away Win,3,-1,1,13,-30,30,2024,2,Wednesday
MTC-22918,2024-02-14,Premier Division,Mumbai United,Hyderabad Falcons,Home,Rainy,1,2,46,7,14,22,2,1,48219,54,Away Win,3,-1,1,21,-8,8,2024,2,Wednesday
MTC-22833,2024-02-14,Premier Division,Chennai Titans,Delhi Dynamos,Neutral,Rainy,4,1,43,2,14,15,2,0,27741,57,Home Win,5,3,3,16,-14,14,2024,2,Wednesday
MTC-20300,2024-02-15,Cup Series,Goa Sharks,Bengaluru FC,Home,Cloudy,3,1,57,7,6,14,4,1,61130,43,Home Win,4,2,2,13,14,14,2024,2,Thursday
MTC-22194,2024-02-15,Cup Series,Kerala Blasters,Delhi Dynamos,Away,Cloudy,3,4,62,11,13,10,0,1,54478,38,Away Win,7,-1,1,24,24,24,2024,2,Thursday
MTC-20070,2024-02-15,Cup Series,Kerala Blasters,Pune Warriors,Home,Windy,0,4,32,1,13,20,0,0,14721,68,Away Win,4,-4,4,14,-36,36,2024,2,Thursday
MTC-22408,2024-02-16,Championship League,Kolkata Strikers,Goa Sharks,Home,Windy,5,4,43,4,1,6,3,0,39388,57,Home Win,9,1,1,5,-14,14,2024,2,Friday
MTC-22196,2024-02-17,Championship League,Mumbai United,Chennai Titans,Away,Cloudy,5,2,35,7,2,5,6,0,49098,65,Home Win,7,3,3,9,-30,30,2024,2,Saturday
MTC-23458,2024-02-17,Premier Division,Kerala Blasters,Pune Warriors,Neutral,Cloudy,1,5,37,12,2,6,2,1,61813,63,Away Win,6,-4,4,14,-26,26,2024,2,Saturday
MTC-21553,2024-02-17,Premier Division,Kolkata Strikers,Kerala Blasters,Home,Cloudy,2,3,50,3,5,20,5,1,58291,50,Away Win,5,-1,1,8,0,0,2024,2,Saturday
MTC-22882,2024-02-17,Cup Series,Delhi Dynamos,Chennai Titans,Neutral,Rainy,3,2,41,2,8,23,5,0,2332,59,Home Win,5,1,1,10,-18,18,2024,2,Saturday
MTC-21303,2024-02-18,Premier Division,Bengaluru FC,Hyderabad Falcons,Neutral,Rainy,0,4,64,0,11,15,0,0,49811,36,Away Win,4,-4,4,11,28,28,2024,2,Sunday
MTC-22599,2024-02-18,Premier Division,Kerala Blasters,Kolkata Strikers,Home,Rainy,5,4,69,2,14,7,1,0,55396,31,Home Win,9,1,1,16,38,38,2024,2,Sunday
MTC-22719,2024-02-18,Cup Series,Delhi Dynamos,Chennai Titans,Away,Rainy,3,0,33,6,14,17,0,0,19529,67,Home Win,3,3,3,20,-34,34,2024,2,Sunday
MTC-22277,2024-02-18,Championship League,Kerala Blasters,Goa Sharks,Home,Clear,4,4,56,6,0,22,4,0,13391,44,Draw,8,0,0,6,12,12,2024,2,Sunday
MTC-23676,2024-02-18,Cup Series,Pune Warriors,Goa Sharks,Home,Cloudy,1,4,42,7,3,19,2,0,44342,58,Away Win,5,-3,3,10,-16,16,2024,2,Sunday
MTC-21380,2024-02-18,Cup Series,Jaipur Lions,Goa Sharks,Home,Rainy,4,1,38,13,12,8,2,1,54899,62,Home Win,5,3,3,25,-24,24,2024,2,Sunday
MTC-22184,2024-02-19,Premier Division,Delhi Dynamos,Chennai Titans,Away,Clear,4,4,45,0,13,13,1,1,36683,55,Draw,8,0,0,13,-10,10,2024,2,Monday
MTC-22682,2024-02-19,Premier Division,Hyderabad Falcons,Jaipur Lions,Home,Clear,5,0,63,4,13,8,3,0,45996,37,Home Win,5,5,5,17,26,26,2024,2,Monday
MTC-21670,2024-02-19,Championship League,Bengaluru FC,Kerala Blasters,Neutral,Cloudy,1,3,44,10,2,23,4,1,9359,56,Away Win,4,-2,2,12,-12,12,2024,2,Monday
MTC-20111,2024-02-19,Premier Division,Delhi Dynamos,Chennai Titans,Away,Clear,3,1,39,8,1,12,2,0,47166,61,Home Win,4,2,2,9,-22,22,2024,2,Monday
MTC-22505,2024-02-20,Cup Series,Pune Warriors,Bengaluru FC,Neutral,Windy,2,1,45,8,2,24,6,1,54873,55,Home Win,3,1,1,10,-10,10,2024,2,Tuesday
MTC-21784,2024-02-20,Premier Division,Kolkata Strikers,Chennai Titans,Neutral,Windy,1,3,66,5,7,17,4,0,61252,34,Away Win,4,-2,2,12,32,32,2024,2,Tuesday
MTC-23058,2024-02-20,Championship League,Pune Warriors,Mumbai United,Away,Cloudy,5,0,63,6,12,13,6,1,44294,37,Home Win,5,5,5,18,26,26,2024,2,Tuesday
MTC-23597,2024-02-21,Cup Series,Kerala Blasters,Delhi Dynamos,Neutral,Cloudy,2,4,50,11,12,11,6,0,21510,50,Away Win,6,-2,2,23,0,0,2024,2,Wednesday
MTC-21011,2024-02-21,Cup Series,Kolkata Strikers,Delhi Dynamos,Neutral,Rainy,1,3,48,5,13,14,0,1,16811,52,Away Win,4,-2,2,18,-4,4,2024,2,Wednesday
MTC-21969,2024-02-21,Cup Series,Kerala Blasters,Goa Sharks,Home,Cloudy,5,0,44,4,10,24,6,1,47145,56,Home Win,5,5,5,14,-12,12,2024,2,Wednesday
MTC-22182,2024-02-21,Premier Division,Kerala Blasters,Mumbai United,Away,Rainy,2,1,67,9,6,11,5,1,64564,33,Home Win,3,1,1,15,34,34,2024,2,Wednesday
